[2026-01-19 17:06:57,255] 15 root - INFO - Data Ingestion Started
[2026-01-19 17:07:00,881] 76 root - INFO - Performed train_test_split.
[2026-01-19 17:07:01,128] 17 root - INFO - Data ingestion completed
[2026-01-19 17:07:01,132] 25 root - INFO - Data Validation Started
[2026-01-19 17:07:01,251] 23 root - INFO - The number of columns in the dataframe is: 3
[2026-01-19 17:07:01,251] 24 root - INFO - The number of columns in the dataframe is: 50
[2026-01-19 17:07:01,251] 23 root - INFO - The number of columns in the dataframe is: 3
[2026-01-19 17:07:01,251] 24 root - INFO - The number of columns in the dataframe is: 50
[2026-01-19 17:07:01,650] 27 root - INFO - Data Validation completed
[2026-01-19 17:07:01,650] 33 root - INFO - Data Transformation Started
[2026-01-19 17:07:01,651] 46 root - INFO - Initializing Data Transformation Artifact
[2026-01-19 17:07:01,651] 48 root - INFO - Starting Data Transformation
[2026-01-19 17:07:01,687] 36 root - INFO - Emtered the get_trandsformer object of transofrmation classs
