[2026-01-19 17:00:30,682] 15 root - INFO - Data Ingestion Started
[2026-01-19 17:00:34,590] 76 root - INFO - Performed train_test_split.
[2026-01-19 17:00:34,842] 17 root - INFO - Data ingestion completed
[2026-01-19 17:00:34,848] 25 root - INFO - Data Validation Started
[2026-01-19 17:00:34,971] 23 root - INFO - The number of columns in the dataframe is: 3
[2026-01-19 17:00:34,971] 24 root - INFO - The number of columns in the dataframe is: 50
[2026-01-19 17:00:34,971] 23 root - INFO - The number of columns in the dataframe is: 3
[2026-01-19 17:00:34,971] 24 root - INFO - The number of columns in the dataframe is: 50
[2026-01-19 17:00:35,349] 27 root - INFO - Data Validation completed
[2026-01-19 17:00:35,350] 33 root - INFO - Data Transformation Started
[2026-01-19 17:00:35,350] 46 root - INFO - Initializing Data Transformation Artifact
[2026-01-19 17:00:35,350] 48 root - INFO - Starting Data Transformation
