[2026-01-19 17:06:22,498] 15 root - INFO - Data Ingestion Started
[2026-01-19 17:06:26,221] 76 root - INFO - Performed train_test_split.
[2026-01-19 17:06:26,490] 17 root - INFO - Data ingestion completed
[2026-01-19 17:06:26,494] 25 root - INFO - Data Validation Started
[2026-01-19 17:06:26,613] 23 root - INFO - The number of columns in the dataframe is: 3
[2026-01-19 17:06:26,613] 24 root - INFO - The number of columns in the dataframe is: 50
[2026-01-19 17:06:26,613] 23 root - INFO - The number of columns in the dataframe is: 3
[2026-01-19 17:06:26,613] 24 root - INFO - The number of columns in the dataframe is: 50
[2026-01-19 17:06:27,012] 27 root - INFO - Data Validation completed
[2026-01-19 17:06:27,012] 33 root - INFO - Data Transformation Started
[2026-01-19 17:06:27,012] 46 root - INFO - Initializing Data Transformation Artifact
[2026-01-19 17:06:27,012] 48 root - INFO - Starting Data Transformation
[2026-01-19 17:06:27,067] 36 root - INFO - Emtered the get_trandsformer object of transofrmation classs
